pos,corr_resp,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Fixation.started,line1.started,line2.started,line3.started,line4.started,Fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,probe.stopped,participant,session,date,expName,psychopyVersion,frameRate,,sequential rt,random rt,,,,
-150,z,0,0,0,0,18,3,75,3,,,,,197.117365,198.1172983,198.1172983,198.1172983,198.1172983,198.1172983,199.1169203,199.1169203,z,1,0.4167501,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.7103513,0.4167501,,,,
-150,z,0,0,0,0,19,0,76,3,,,,,199.5504606,200.5502131,200.5502131,200.5502131,200.5502131,200.5502131,201.55012,201.55012,z,1,0.3860615,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.8039839,0.3860615,,,,
50,c,0,0,0,0,19,1,77,2,,,,,201.9664978,202.9663934,202.9663934,202.9663934,202.9663934,202.9663934,203.9661727,203.9661727,c,1,0.5741479,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.7257396,0.5741479,,,,
150,v,0,0,0,0,19,2,78,1,,,,,204.5660817,205.5661555,205.5661555,205.5661555,205.5661555,205.5661555,206.5658361,206.5658361,v,1,0.3900754,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.4537581,0.3900754,,,,
-50,x,0,0,0,0,19,3,79,0,,,,,206.9826631,207.982678,207.982678,207.982678,207.982678,207.982678,208.982389,208.982389,x,1,0.5593054,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2669311,0.5593054,,,,
-50,x,0,0,0,0,20,0,80,0,,,,,209.565868,210.5655931,210.5655931,210.5655931,210.5655931,210.5655931,211.5654487,211.5654487,x,1,0.4104156,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2971655,0.4104156,,,,
150,v,0,0,0,0,20,1,81,1,,,,,211.9988325,212.998608,212.998608,212.998608,212.998608,212.998608,213.9983853,213.9983853,v,1,0.4967739,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2525241,0.4967739,,,,
150,v,0,0,0,0,20,2,82,1,,,,,214.5147052,215.5149398,215.5149398,215.5149398,215.5149398,215.5149398,216.5147006,216.5147006,v,1,0.4151977,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2658193,0.4151977,,,,
50,c,0,0,0,0,20,3,83,2,,,,,216.9483263,217.94777,217.94777,217.94777,217.94777,217.94777,218.9479095,218.9479095,c,1,0.6472001,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3753006,0.6472001,,,,
-150,z,0,0,0,0,21,0,84,3,,,,,219.6142266,220.6139673,220.6139673,220.6139673,220.6139673,220.6139673,221.6139176,221.6139176,z,1,0.3816705,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.6734758,0.3816705,,,,
-50,x,0,0,0,0,21,1,85,0,,,,,222.0139048,223.013764,223.013764,223.013764,223.013764,223.013764,224.0137254,224.0137254,x,1,0.7352598,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.4193865,0.7352598,,,,
-50,x,0,0,0,0,21,2,86,0,,,,,224.7805742,225.7802527,225.7802527,225.7802527,225.7802527,225.7802527,226.7803198,226.7803198,x,1,0.3497646,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3309884,0.3497646,,,,
-50,x,0,0,0,0,21,3,87,0,,,,,227.146979,228.1467519,228.1467519,228.1467519,228.1467519,228.1467519,229.1467772,229.1467772,x,1,0.353658,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3724733,0.353658,,,,
-50,x,0,0,0,0,22,0,88,0,,,,,229.5297427,230.5298037,230.5298037,230.5298037,230.5298037,230.5298037,231.5296397,231.5296397,x,1,0.3028176,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.4544609,0.3028176,,,,
50,c,0,0,0,0,22,1,89,2,,,,,231.8627641,232.86257,232.86257,232.86257,232.86257,232.86257,233.8622484,233.8622484,c,1,0.3374707,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3810922,0.3374707,,,,
-50,x,0,0,0,0,22,2,90,0,,,,,234.2290853,235.2293788,235.2293788,235.2293788,235.2293788,235.2293788,236.2290957,236.2290957,x,1,0.4222764,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.4746789,0.4222764,,,,
-50,x,0,0,0,0,22,3,91,0,,,,,236.6787531,237.6788323,237.6788323,237.6788323,237.6788323,237.6788323,238.6784886,238.6784886,x,1,0.3626048,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3055214,0.3626048,,,,
50,c,0,0,0,0,23,0,92,2,,,,,239.0617053,240.0615231,240.0615231,240.0615231,240.0615231,240.0615231,241.0614291,241.0614291,c,1,0.4571665,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2728702,0.4571665,,,,
50,c,0,0,0,0,23,1,93,2,,,,,241.5451529,242.5450171,242.5450171,242.5450171,242.5450171,242.5450171,243.5449691,243.5449691,c,1,0.369147,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2615603,0.369147,,,,
150,v,0,0,0,0,23,2,94,1,,,,,243.9445182,244.944651,244.944651,244.944651,244.944651,244.944651,245.9444954,245.9444954,v,1,0.4450404,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2079864,0.4450404,,,,
50,c,0,0,0,0,23,3,95,2,,,,,246.4108978,247.4108273,247.4108273,247.4108273,247.4108273,247.4108273,248.4107729,248.4107729,c,1,0.3663292,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2322857,0.3663292,,,,
-150,z,0,0,0,0,24,0,96,3,,,,,248.7938501,249.7937925,249.7937925,249.7937925,249.7937925,249.7937925,250.7936146,250.7936146,z,1,0.5116389,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2389705,0.5116389,,,,
-150,z,0,0,0,0,24,1,97,3,,,,,251.3270057,252.3269985,252.3269985,252.3269985,252.3269985,252.3269985,253.3266181,253.3266181,z,1,0.4624028,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2855807,0.4624028,,,,
150,v,0,0,0,0,24,2,98,1,,,,,253.8098135,254.809724,254.809724,254.809724,254.809724,254.809724,255.8097122,255.8097122,v,1,0.4014283,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.0112885,0.4014283,,,,
-50,x,0,0,0,0,24,3,99,0,,,,,256.2431733,257.2431896,257.2431896,257.2431896,257.2431896,257.2431896,258.2428617,258.2428617,x,1,0.4094379,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.1999899,0.4094379,,,,
150,v,0,0,0,0,25,0,100,1,,,,,258.6760901,259.6759102,259.6759102,259.6759102,259.6759102,259.6759102,260.6757402,260.6757402,v,1,0.4058024,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.5076996,0.4058024,,,,
50,c,0,0,0,0,25,1,101,2,,,,,261.108987,262.1090088,262.1090088,262.1090088,262.1090088,262.1090088,263.1087713,263.1087713,c,1,0.4198999,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2557137,0.4198999,,,,
-50,x,0,0,0,0,25,2,102,0,,,,,263.5588781,264.5588253,264.5588253,264.5588253,264.5588253,264.5588253,265.5582442,265.5582442,x,1,0.4874241,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2430394,0.4874241,,,,
-150,z,0,0,0,0,25,3,103,3,,,,,266.0750519,267.0751355,267.0751355,267.0751355,267.0751355,267.0751355,268.0749744,268.0749744,z,1,0.3163397,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.4449658,0.3163397,,,,
150,v,0,0,0,0,26,0,104,1,,,,,268.4082664,269.4082574,269.4082574,269.4082574,269.4082574,269.4082574,270.407907,270.407907,v,1,0.3862505,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3870711,0.3862505,,,,
-150,z,0,0,0,0,26,1,105,3,,,,,270.8246088,271.8242808,271.8242808,271.8242808,271.8242808,271.8242808,272.8241645,272.8241645,z,1,0.384479,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2583228,0.384479,,,,
150,v,0,0,0,0,26,2,106,1,,,,,273.2408673,274.2407566,274.2407566,274.2407566,274.2407566,274.2407566,275.2407491,275.2407491,v,1,0.4125972,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.235985,0.4125972,,,,
-50,x,0,0,0,0,26,3,107,0,,,,,275.6738185,276.6740009,276.6740009,276.6740009,276.6740009,276.6740009,277.6736366,277.6736366,x,1,0.499863,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2864325,0.499863,,,,
50,c,0,0,0,0,27,0,108,2,,,,,278.1901479,279.190517,279.190517,279.190517,279.190517,279.190517,280.190058,280.190058,c,1,0.4539136,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.0230476,0.4539136,,,,
150,v,0,0,0,0,27,1,109,1,,,,,280.6731538,281.6730235,281.6730235,281.6730235,281.6730235,281.6730235,282.673051,282.673051,v,1,0.415565,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2467149,0.415565,,,,
150,v,0,0,0,0,27,2,110,1,,,,,283.1062187,284.1060544,284.1060544,284.1060544,284.1060544,284.1060544,285.105848,285.105848,v,1,0.3917099,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.1993263,0.3917099,,,,
50,c,0,0,0,0,27,3,111,2,,,,,285.522351,286.5225799,286.5225799,286.5225799,286.5225799,286.5225799,287.5224527,287.5224527,c,1,0.3984033,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2767592,0.3984033,,,,
-150,z,0,0,0,0,28,0,112,3,,,,,287.9390402,288.9389045,288.9389045,288.9389045,288.9389045,288.9389045,289.9387669,289.9387669,z,1,0.38392,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2467016,0.38392,,,,
50,c,0,0,0,0,28,1,113,2,,,,,290.3551677,291.3551038,291.3551038,291.3551038,291.3551038,291.3551038,292.3550005,292.3550005,c,1,0.5562944,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2869889,0.5562944,,,,
150,v,0,0,0,0,28,2,114,1,,,,,292.9380677,293.9382222,293.9382222,293.9382222,293.9382222,293.9382222,294.9380876,294.9380876,v,1,0.326552,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.1385619,0.326552,,,,
-50,x,0,0,0,0,28,3,115,0,,,,,295.2879077,296.2878585,296.2878585,296.2878585,296.2878585,296.2878585,297.2877141,297.2877141,x,1,0.4348165,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.252575,0.4348165,,,,
-150,z,0,0,0,0,29,0,116,3,,,,,297.7542012,298.7541282,298.7541282,298.7541282,298.7541282,298.7541282,299.7539013,299.7539013,z,1,0.3704657,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2585379,0.3704657,,,,
50,c,0,0,0,0,29,1,117,2,,,,,300.1539728,301.1539302,301.1539302,301.1539302,301.1539302,301.1539302,302.1537974,302.1537974,c,1,0.3366236,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2912105,0.3366236,,,,
-50,x,0,0,0,0,29,2,118,0,,,,,302.5204996,303.5203818,303.5203818,303.5203818,303.5203818,303.5203818,304.5202165,304.5202165,x,1,0.4855769,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2410189,0.4855769,,,,
-150,z,0,0,0,0,29,3,119,3,,,,,305.0368583,306.0368018,306.0368018,306.0368018,306.0368018,306.0368018,307.0363265,307.0363265,z,1,0.4125411,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2409953,0.4125411,,,,
150,v,0,0,0,0,30,0,120,1,,,,,307.4696809,308.4697725,308.4697725,308.4697725,308.4697725,308.4697725,309.4695526,309.4695526,v,1,0.3451318,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.278664,0.3451318,,,,
-150,z,0,0,0,0,30,1,121,3,,,,,309.8360907,310.8360485,310.8360485,310.8360485,310.8360485,310.8360485,311.8357493,311.8357493,z,1,0.5975427,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2752513,0.5975427,,,,
50,c,0,0,0,0,30,2,122,2,,,,,312.4522815,313.4523629,313.4523629,313.4523629,313.4523629,313.4523629,314.4520732,314.4520732,c,1,0.511098,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3195455,0.511098,,,,
50,c,0,0,0,0,30,3,123,2,,,,,314.9851636,315.9855329,315.9855329,315.9855329,315.9855329,315.9855329,316.9853121,316.9853121,c,1,0.5122849,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.5659902,0.5122849,,,,
50,c,0,0,0,0,31,0,124,2,,,,,317.5184793,318.5180734,318.5180734,318.5180734,318.5180734,318.5180734,319.5181834,319.5181834,c,1,0.4017664,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.4077821,0.4017664,,,,
50,c,0,0,0,0,31,1,125,2,,,,,319.9517301,320.9512786,320.9512786,320.9512786,320.9512786,320.9512786,321.9512061,321.9512061,c,1,0.3740123,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3060668,0.3740123,,,,
-150,z,0,0,0,0,31,2,126,3,,,,,322.3508966,323.3511581,323.3511581,323.3511581,323.3511581,323.3511581,324.3507341,324.3507341,z,1,0.428934,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.4750035,0.428934,,,,
50,c,0,0,0,0,31,3,127,2,,,,,324.8003293,325.8007522,325.8007522,325.8007522,325.8007522,325.8007522,326.8003285,326.8003285,c,1,0.4697581,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2806524,0.4697581,,,,
-150,z,0,0,0,0,32,0,128,3,,,,,327.3006616,328.3006093,328.3006093,328.3006093,328.3006093,328.3006093,329.3004328,329.3004328,z,1,0.4659092,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2489656,0.4659092,,,,
50,c,0,0,0,0,32,1,129,2,,,,,329.7835453,330.7834793,330.7834793,330.7834793,330.7834793,330.7834793,331.7835286,331.7835286,c,1,0.3947055,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2903828,0.3947055,,,,
150,v,0,0,0,0,32,2,130,1,,,,,332.1997788,333.1997337,333.1997337,333.1997337,333.1997337,333.1997337,334.1994602,334.1994602,v,1,0.4832982,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2740986,0.4832982,,,,
150,v,0,0,0,0,32,3,131,1,,,,,334.6994761,335.6992032,335.6992032,335.6992032,335.6992032,335.6992032,336.699444,336.699444,v,1,0.4050466,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3012361,0.4050466,,,,
50,c,0,0,0,0,33,0,132,2,,,,,337.1326225,338.1326644,338.1326644,338.1326644,338.1326644,338.1326644,339.1321347,339.1321347,c,1,0.4310607,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.4690353,0.4310607,,,,
-50,x,0,0,0,0,33,1,133,0,,,,,339.5824733,340.582191,340.582191,340.582191,340.582191,340.582191,341.5821851,341.5821851,x,1,0.5564331,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.1228871,0.5564331,,,,
50,c,0,0,0,0,33,2,134,2,,,,,342.1652405,343.1651778,343.1651778,343.1651778,343.1651778,343.1651778,344.1651484,344.1651484,c,1,0.5949199,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3058628,0.5949199,,,,
150,v,0,0,0,0,33,3,135,1,,,,,344.7817356,345.7816223,345.7816223,345.7816223,345.7816223,345.7816223,346.7813429,346.7813429,v,1,0.6213969,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3191285,0.6213969,,,,
50,c,0,0,0,0,34,0,136,2,,,,,347.4312678,348.4312929,348.4312929,348.4312929,348.4312929,348.4312929,349.4309965,349.4309965,c,1,0.4203471,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2511793,0.4203471,,,,
-50,x,0,0,0,0,34,1,137,0,,,,,349.8808092,350.8810346,350.8810346,350.8810346,350.8810346,350.8810346,351.8806208,351.8806208,x,1,0.4608669,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2771199,0.4608669,,,,
150,v,0,0,0,0,34,2,138,1,,,,,352.364027,353.3638304,353.3638304,353.3638304,353.3638304,353.3638304,354.3636626,354.3636626,v,1,0.4600852,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2401691,0.4600852,,,,
-150,z,0,0,0,0,34,3,139,3,,,,,354.8467547,355.8470913,355.8470913,355.8470913,355.8470913,355.8470913,356.846646,356.846646,z,1,0.3699089,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.4736566,0.3699089,,,,
-50,x,0,0,0,0,35,0,140,0,,,,,357.2465662,358.246547,358.246547,358.246547,358.246547,358.246547,359.2464236,359.2464236,x,1,0.4644974,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.1233172,0.4644974,,,,
-150,z,0,0,0,0,35,1,141,3,,,,,359.7299996,360.7297475,360.7297475,360.7297475,360.7297475,360.7297475,361.7291613,361.7291613,z,1,0.4622856,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2576908,0.4622856,,,,
150,v,0,0,0,0,35,2,142,1,,,,,362.2126855,363.2127057,363.2127057,363.2127057,363.2127057,363.2127057,364.2122162,364.2122162,v,1,0.3114207,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2637803,0.3114207,,,,
150,v,0,0,0,0,35,3,143,1,,,,,364.5455132,365.5456142,365.5456142,365.5456142,365.5456142,365.5456142,366.5452213,366.5452213,v,1,0.4122145,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3193832,0.4122145,,,,
150,v,0,0,0,0,36,0,144,1,,,,,366.9786192,367.9786452,367.9786452,367.9786452,367.9786452,367.9786452,368.978472,368.978472,v,1,0.4351216,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2328785,0.4351216,,,,
50,c,0,0,0,0,36,1,145,2,,,,,369.4280163,370.4283357,370.4283357,370.4283357,370.4283357,370.4283357,371.4279331,371.4279331,c,1,0.4238688,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2655171,0.4238688,,,,
50,c,0,0,0,0,36,2,146,2,,,,,371.8781162,372.8780317,372.8780317,372.8780317,372.8780317,372.8780317,373.8779072,373.8779072,c,1,0.3599695,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.1592119,0.3599695,,,,
-50,x,0,0,0,0,36,3,147,0,,,,,374.2613749,375.2610069,375.2610069,375.2610069,375.2610069,375.2610069,376.2606852,376.2606852,x,1,0.4304782,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.3960672,0.4304782,,,,
150,v,0,0,0,0,37,0,148,1,,,,,376.7105369,377.7107687,377.7107687,377.7107687,377.7107687,377.7107687,378.7105399,378.7105399,v,1,0.3724131,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2901866,0.3724131,,,,
150,v,0,0,0,0,37,1,149,1,,,,,379.1104676,380.1106756,380.1106756,380.1106756,380.1106756,380.1106756,381.1102051,381.1102051,v,1,0.3826108,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2682069,0.3826108,,,,
-150,z,0,0,0,0,37,2,150,3,,,,,381.5103222,382.509806,382.509806,382.509806,382.509806,382.509806,383.5101909,383.5101909,z,1,0.3899848,None,,sushreesanjana,1,2023-10-16_14h51.24.232,sequential learning,2023.1.3,59.95153518,,0.2164199,0.3899848,,,,
